employees,firm_age_years,training,access_finance,exporter,digital_payments,competition_level,sector,sales_annual_usd,labor_productivity_usd_per_employee,successful
19.0,,1.0,1.0,0,0,Media,Servicios,82510.1400408542,4629.627923677457,0
7.0,4.0,0.0,0.0,1,0,Baja,Servicios,20685.117049185603,2233.7722514905854,0
8.0,7.0,1.0,1.0,0,1,Media,Servicios,34653.73877643164,5923.638922788185,1
6.0,4.0,0.0,,0,0,Media,Servicios,13532.630352270384,2835.732576897087,0
8.0,15.0,0.0,1.0,1,1,Alta,Comercio,34686.39220979099,3959.4773068678355,0
13.0,9.0,0.0,0.0,0,0,Baja,Comercio,21410.483547857388,1560.2197116036532,0
16.0,20.0,0.0,0.0,0,1,Media,Tecnologia,36540.25670732198,2207.1902278054827,1
6.0,9.0,,1.0,0,1,Media,Servicios,29414.7562934972,4035.619637844771,1
17.0,5.0,1.0,1.0,1,0,Alta,Comercio,83339.08480933201,4387.883296094823,1
22.0,,1.0,1.0,1,1,Media,Manufactura,35401.05449669439,1504.0050187566167,1
13.0,0.0,0.0,1.0,0,1,Alta,Comercio,21701.727870935585,2498.4227130419795,0
31.0,0.0,0.0,1.0,0,1,Alta,Servicios,24661.376066152345,1007.9370026488353,0
6.0,11.0,0.0,0.0,0,0,Baja,Servicios,29011.839854165733,6108.053981213279,0
5.0,12.0,0.0,0.0,0,1,Alta,Servicios,11336.233948467328,2486.9265495965506,0
3.0,0.0,0.0,0.0,0,0,Alta,Servicios,4616.26687068951,1163.7438918399118,0
24.0,14.0,0.0,1.0,0,1,Baja,Manufactura,74291.15307359674,3063.5221020574186,1
15.0,6.0,1.0,0.0,0,1,Media,Servicios,54362.65387251706,4619.328379904235,1
10.0,10.0,0.0,0.0,0,1,Media,Servicios,26664.854169531605,1946.8158192553012,0
12.0,19.0,0.0,0.0,0,1,Media,Comercio,27844.79694466289,2720.6689201555128,0
5.0,14.0,,1.0,0,1,Baja,Manufactura,31277.899192759513,11179.99640249493,1
43.0,7.0,0.0,0.0,1,1,Baja,Comercio,97003.13054688736,2941.72839323101,0
11.0,4.0,0.0,0.0,0,0,Media,Comercio,11881.393842907513,1538.158074388687,0
11.0,0.0,1.0,0.0,0,0,Media,Servicios,18537.521957811598,1779.773851980238,0
15.0,5.0,0.0,0.0,0,1,Baja,Servicios,23540.608856774405,1999.0253811486507,1
13.0,8.0,1.0,0.0,0,1,Alta,Servicios,16759.63630692184,1077.4107766825541,1
,3.0,0.0,1.0,0,0,Media,Comercio,18690.437652741603,2073.17804608696,0
6.0,8.0,0.0,0.0,0,1,Baja,Tecnologia,31318.146395358937,6147.437023925218,1
13.0,9.0,0.0,1.0,0,1,Media,Servicios,38245.92444903819,3163.140743878273,1
31.0,8.0,1.0,0.0,0,0,Media,Comercio,,2039.9448905196186,0
22.0,5.0,0.0,1.0,0,0,Alta,Servicios,30509.344198533407,1212.0272138145313,1
26.0,10.0,1.0,0.0,0,0,Baja,Comercio,47852.2587348648,1756.384446145591,1
7.0,12.0,0.0,0.0,1,1,Baja,Servicios,20120.33407300805,2943.755980592184,1
6.0,2.0,1.0,1.0,0,1,Alta,Servicios,18359.86152447092,2365.5359909642984,0
9.0,17.0,0.0,0.0,0,0,Alta,Manufactura,19922.863764540067,2342.8693912118906,0
10.0,8.0,1.0,0.0,0,1,,Comercio,26107.37056701304,1698.762382148775,0
19.0,9.0,0.0,1.0,0,1,Media,Comercio,40607.92402913174,2776.6991750295556,0
4.0,13.0,1.0,0.0,0,1,Baja,Servicios,19550.83945043839,4945.030854907447,0
25.0,10.0,0.0,1.0,0,1,Media,Servicios,39334.40678361686,1381.2661460863999,0
9.0,15.0,0.0,0.0,0,0,Baja,Servicios,65620.3900265652,5918.413900704682,0
8.0,11.0,0.0,1.0,0,0,Baja,Manufactura,37565.789559159326,4428.263341646196,1
5.0,5.0,1.0,0.0,0,0,Alta,Tecnologia,16984.718799757615,4034.7367620147156,0
4.0,11.0,0.0,0.0,0,1,Baja,Comercio,14208.105313419044,4073.2979646257822,1
16.0,2.0,1.0,0.0,0,1,Media,Servicios,24254.095041518318,1270.756333960072,0
10.0,10.0,0.0,0.0,0,1,Alta,Manufactura,19400.656646467847,1570.2139784843969,0
5.0,9.0,0.0,0.0,0,1,Baja,Comercio,18214.218481937947,4293.015022315216,1
5.0,8.0,0.0,0.0,0,0,Alta,Comercio,5438.80837778072,908.041882887422,0
8.0,8.0,1.0,0.0,0,1,Alta,Servicios,11420.750043907648,1449.1363843754393,1
27.0,0.0,1.0,,1,1,Media,Manufactura,38941.02668772197,1487.5792883541728,0
9.0,6.0,1.0,0.0,0,1,Baja,Comercio,27090.01812159292,3254.231926818215,0
4.0,10.0,0.0,1.0,1,0,Media,Manufactura,19176.584382573586,5941.509453118826,0
9.0,10.0,1.0,0.0,0,1,Media,Manufactura,44523.13542659941,3607.603277278599,1
8.0,3.0,1.0,0.0,0,1,Media,Servicios,12132.39761192334,940.492118972533,1
2.0,17.0,0.0,0.0,0,1,Media,Comercio,8580.657698716861,3722.8948999519994,0
10.0,4.0,1.0,0.0,1,0,Alta,Manufactura,40250.37136991931,6314.927274134276,0
9.0,15.0,1.0,1.0,0,1,Baja,Servicios,43144.64404834182,7947.657518497135,0
15.0,12.0,1.0,0.0,0,0,Media,Servicios,38201.06604766784,4025.3324551784904,1
30.0,5.0,1.0,1.0,0,0,Baja,Servicios,112042.03502756577,3558.828401608568,1
20.0,20.0,0.0,0.0,0,1,Media,Comercio,26947.76912134988,862.9827913894334,1
8.0,2.0,0.0,1.0,0,0,Alta,Servicios,15830.812834896786,1101.592547481405,0
5.0,15.0,1.0,0.0,1,1,Media,Comercio,21809.878596149574,3741.234214806381,1
47.0,15.0,0.0,1.0,1,0,Baja,Servicios,42832.52420992381,867.3017844649812,0
10.0,5.0,1.0,0.0,0,1,Media,Manufactura,22930.049136120575,3174.085302104564,1
10.0,17.0,1.0,0.0,1,1,Media,Servicios,49672.8688989146,6170.77944742038,1
10.0,7.0,1.0,0.0,0,1,Media,Servicios,29556.19778246364,3128.518711579508,1
11.0,11.0,1.0,0.0,0,1,Media,Comercio,32577.520251813796,2370.891446416384,0
9.0,11.0,0.0,1.0,0,0,Baja,Comercio,22314.537657170094,1949.9796020686347,0
7.0,8.0,0.0,0.0,0,1,Alta,Servicios,12064.93771173653,1836.6170306045653,0
7.0,14.0,0.0,0.0,1,0,Alta,Servicios,27999.231240624125,4761.342421283799,1
10.0,14.0,0.0,1.0,0,1,Media,Servicios,25255.049598640417,2785.4552984329666,1
7.0,0.0,0.0,0.0,0,0,Alta,Comercio,11809.051131902814,1302.5275467557328,0
7.0,17.0,0.0,1.0,0,1,Media,Manufactura,30542.058691027218,5133.878751100074,1
11.0,0.0,1.0,1.0,0,1,,Comercio,47491.19541101537,4802.452875256498,0
9.0,15.0,1.0,0.0,0,1,Baja,Comercio,41623.330831395215,3538.7362379064916,1
25.0,16.0,0.0,1.0,1,0,Media,Manufactura,36556.43751528962,1201.8971085641817,0
2.0,2.0,0.0,0.0,0,1,Media,Servicios,5911.135065362156,3510.6973202867307,0
19.0,7.0,,0.0,0,1,Baja,Tecnologia,55618.501561260724,2760.6055141287134,1
21.0,2.0,0.0,0.0,0,1,Media,Manufactura,28383.270190183794,2010.863599858277,1
3.0,8.0,0.0,0.0,0,0,Alta,Servicios,7533.776891277947,2846.4326986876836,0
8.0,7.0,0.0,1.0,0,1,Media,Servicios,33858.42965180051,3747.4989065886393,0
8.0,,1.0,1.0,0,0,Media,Servicios,29914.072513022908,3729.7308784618735,0
4.0,17.0,0.0,0.0,0,1,Alta,Servicios,14038.38913818763,3565.6527807453563,1
6.0,17.0,1.0,0.0,0,0,Baja,Manufactura,32182.902306643093,4470.848804389869,0
5.0,6.0,0.0,1.0,0,0,Media,Comercio,13255.655358273567,2110.3194178215017,1
29.0,8.0,0.0,,0,1,Alta,Manufactura,58902.58194927494,2420.409085102971,0
17.0,0.0,0.0,0.0,0,1,Media,Manufactura,19032.204532836706,1382.9757247610282,0
21.0,4.0,0.0,0.0,0,1,Media,Comercio,33256.26743366662,1841.6578534172945,0
15.0,15.0,1.0,1.0,0,1,Baja,Comercio,83848.36691234009,8164.449761530179,1
5.0,19.0,1.0,0.0,1,1,Alta,Servicios,14844.939130166855,2592.9021935074534,1
7.0,2.0,1.0,1.0,0,0,Media,Servicios,18760.812584773656,4073.1953913418165,1
13.0,5.0,0.0,1.0,0,1,Alta,Comercio,,2255.3816454041157,1
5.0,9.0,1.0,0.0,0,0,Media,Servicios,23213.825335102218,3604.3401535589437,0
15.0,11.0,1.0,0.0,0,1,Media,Servicios,30421.36197290852,1306.1777660370508,0
9.0,4.0,1.0,1.0,0,0,Alta,Manufactura,18421.742771939964,1830.9926172258504,0
8.0,12.0,0.0,0.0,1,1,Media,Comercio,32501.809878960845,3582.0084064008865,0
15.0,6.0,0.0,1.0,0,1,Media,Servicios,48395.68728900153,3679.750029527042,0
13.0,9.0,0.0,1.0,0,1,Media,Comercio,19847.81807282363,1622.7422389555054,1
8.0,12.0,1.0,1.0,0,1,Alta,Manufactura,19992.32523014033,1854.5898694531027,0
20.0,9.0,0.0,1.0,0,1,Media,Servicios,42417.961824107784,1922.5608382865053,0
5.0,6.0,0.0,1.0,0,0,Media,Servicios,19806.073850656914,3609.918634197737,1
14.0,8.0,1.0,1.0,1,0,Baja,Tecnologia,49948.783567427054,2288.611405349712,1
14.0,8.0,1.0,0.0,0,1,Alta,Servicios,33229.07243907989,1857.3136271309318,1
8.0,7.0,1.0,0.0,0,1,Baja,Servicios,19849.33342886818,2046.2840235335718,0
12.0,7.0,0.0,0.0,0,1,Media,Comercio,9962.46078597924,1188.0623623379013,0
5.0,19.0,1.0,1.0,0,1,Media,Manufactura,26879.046801618846,5639.36697272475,0
17.0,12.0,0.0,0.0,0,1,Media,Servicios,29373.133767892574,2038.8976284144878,0
9.0,7.0,0.0,,0,0,Media,Servicios,19455.358554368708,1486.2246084597048,0
7.0,13.0,0.0,0.0,0,0,Baja,,12359.517655856105,2379.9271985217765,0
19.0,7.0,0.0,1.0,0,0,Media,Tecnologia,19113.986220167735,1392.7174888392874,1
7.0,16.0,0.0,0.0,0,1,Media,Servicios,16510.66420209104,1431.1954822227722,0
4.0,11.0,1.0,1.0,1,0,Alta,Comercio,27649.70594286485,5794.977249126518,1
4.0,8.0,0.0,0.0,0,0,Baja,Manufactura,22001.368955038033,6226.1098074733045,0
14.0,12.0,1.0,0.0,0,1,Alta,Servicios,42664.70578675784,3580.175422254352,1
5.0,0.0,0.0,0.0,0,1,Media,Tecnologia,10936.918579130805,1846.113275243927,1
29.0,2.0,0.0,1.0,0,0,Alta,Tecnologia,24412.762959649903,779.9194545028164,0
3.0,2.0,0.0,0.0,0,1,Media,Manufactura,13524.850010532264,3882.856837197421,0
28.0,10.0,0.0,0.0,0,1,Media,Servicios,44994.59770527337,1651.926913886004,0
11.0,19.0,1.0,1.0,0,1,Alta,Comercio,40894.79282786568,5014.84292701622,1
9.0,22.0,0.0,1.0,1,0,Alta,Manufactura,16605.67287069371,1521.5952020236803,0
7.0,13.0,0.0,1.0,0,1,Media,Tecnologia,21042.158317372898,3860.6012655346667,1
13.0,12.0,0.0,0.0,0,0,Baja,Servicios,24516.225795426737,1551.1053412365288,0
10.0,0.0,0.0,0.0,0,0,Media,Manufactura,19329.133957257363,1563.8044354920996,0
19.0,6.0,1.0,1.0,0,0,Media,Servicios,49227.62985966981,3179.31169039695,1
11.0,4.0,0.0,0.0,0,1,Media,Servicios,20935.20331603118,2396.527783470858,0
11.0,5.0,1.0,1.0,1,0,Baja,Comercio,43151.522926737256,4853.37782880755,0
8.0,8.0,1.0,0.0,0,1,Alta,Manufactura,22074.457016626005,1985.8166800502324,1
10.0,6.0,1.0,0.0,0,1,Baja,Comercio,33752.48020025506,3004.1091391634795,0
12.0,0.0,1.0,0.0,0,1,Media,,25090.012175306718,2568.4698792003283,1
4.0,13.0,0.0,0.0,0,1,Baja,Tecnologia,19775.49913163875,4995.486740478519,0
4.0,3.0,1.0,0.0,0,0,Media,Servicios,11444.468274836725,2187.564709918821,0
16.0,,1.0,0.0,0,1,Baja,Comercio,37298.90833314809,2614.19136841187,1
11.0,21.0,0.0,1.0,0,1,Baja,Servicios,49232.32209724492,3743.246464176687,0
9.0,3.0,0.0,0.0,0,1,Media,Servicios,19419.600834075878,3379.3708159531607,0
10.0,0.0,0.0,1.0,0,0,Alta,Comercio,19189.751634230055,2823.5688658850154,0
12.0,7.0,1.0,1.0,1,0,Baja,Tecnologia,80553.33560200296,7807.128494576152,1
7.0,16.0,,0.0,0,0,Media,,21471.896529124962,4310.640362391334,0
6.0,21.0,0.0,0.0,0,1,Media,Manufactura,17345.720533393756,2938.161921707385,0
11.0,2.0,0.0,,0,1,Alta,Servicios,30698.253186114664,3379.304281034054,1
6.0,12.0,0.0,0.0,0,0,Media,Servicios,9027.955093565608,2177.106038068002,0
13.0,6.0,0.0,1.0,0,1,Media,Comercio,19360.435357069025,1583.530553987424,0
4.0,8.0,1.0,1.0,0,1,,Servicios,24022.289187617193,5634.401673761406,1
18.0,25.0,0.0,1.0,0,0,Alta,Servicios,44809.716106546366,1625.633759904655,1
13.0,0.0,0.0,0.0,0,1,Baja,Comercio,14410.517531019308,1085.7007002032008,0
12.0,11.0,1.0,0.0,0,0,Media,Servicios,21476.960357665183,2198.8398835693893,0
18.0,12.0,1.0,1.0,1,1,Alta,Servicios,42758.02163146196,3008.956729778877,1
27.0,16.0,0.0,0.0,0,1,Media,Comercio,31583.046978378126,1326.9391367903088,0
18.0,10.0,1.0,1.0,0,1,Media,Comercio,61065.39757303019,2963.138022796953,0
3.0,11.0,0.0,0.0,0,1,Media,Manufactura,17115.48367490627,3480.464810038821,1
5.0,7.0,0.0,0.0,1,0,Media,Comercio,14396.997330800441,2544.102611081848,1
7.0,11.0,0.0,1.0,0,0,Media,Comercio,16004.195305310492,2118.8098247808134,1
10.0,7.0,0.0,0.0,0,1,Media,Tecnologia,14363.77965959741,1328.2900013019532,0
14.0,13.0,0.0,0.0,0,1,Media,Manufactura,47121.862259459514,3928.7402201643586,0
6.0,7.0,1.0,0.0,0,0,Media,Servicios,20000.05789096409,5476.108941708935,0
11.0,11.0,1.0,1.0,1,0,Alta,Servicios,26832.375298986244,2515.8135230020744,1
6.0,9.0,1.0,0.0,0,1,,Comercio,28116.45879650775,4438.927133516068,1
7.0,16.0,0.0,1.0,0,1,Media,Comercio,24272.870873975073,3249.9632852585673,0
4.0,9.0,1.0,0.0,1,1,Media,Manufactura,20064.40292336056,5174.5329132143515,1
6.0,0.0,0.0,1.0,0,0,Media,Manufactura,19586.084466786167,2653.7836883736686,1
4.0,17.0,0.0,1.0,0,0,Baja,Comercio,14938.043073072377,3848.4345836050056,1
6.0,4.0,0.0,0.0,0,1,Media,Tecnologia,15092.237234034028,2815.4557134120437,1
19.0,5.0,0.0,,0,0,Alta,Comercio,20133.978167410303,1116.7150456237644,0
6.0,,1.0,0.0,0,1,Media,Servicios,15451.211051597515,2887.275719011527,0
48.0,17.0,0.0,1.0,0,1,Alta,Manufactura,87612.677568455,2034.319978197196,1
13.0,0.0,0.0,,0,1,Alta,Servicios,34394.598393105654,1698.8915357016508,0
11.0,28.0,1.0,1.0,0,0,Baja,Manufactura,40810.484930605584,4350.371739428654,1
6.0,15.0,0.0,0.0,0,1,Baja,Tecnologia,13459.71902644605,1896.8379608090106,0
15.0,10.0,0.0,0.0,0,1,Alta,,10876.010145820841,551.3141251299597,1
7.0,9.0,0.0,0.0,0,1,Alta,Comercio,13947.129540923,1511.7238367142595,0
11.0,11.0,1.0,0.0,0,1,Baja,Comercio,24163.319782839993,2448.133510282157,1
46.0,12.0,,0.0,0,1,Baja,,74334.6412056356,1528.5077750220971,0
9.0,13.0,0.0,1.0,0,0,Baja,Servicios,29051.662406966505,2119.878835619916,0
20.0,12.0,0.0,1.0,0,1,Alta,Comercio,19917.647851705082,1122.3035853668289,0
7.0,10.0,0.0,0.0,0,0,Baja,Manufactura,10081.763811378001,1004.9281504524693,1
10.0,8.0,1.0,1.0,0,1,Media,Comercio,34766.82943900035,3600.3605809224823,1
29.0,8.0,0.0,1.0,0,1,Alta,Servicios,43567.1476942026,1594.6149150485392,0
7.0,8.0,0.0,1.0,0,1,Baja,Comercio,21561.326486875696,3843.50761426884,0
30.0,16.0,0.0,0.0,0,1,Media,Manufactura,25252.80979874165,1314.1121199679824,0
15.0,13.0,0.0,0.0,0,1,Baja,Comercio,35735.88836690232,1693.7350476312963,1
7.0,0.0,0.0,0.0,1,1,Alta,Comercio,24315.218008888165,3428.3318328627897,0
15.0,13.0,1.0,1.0,0,0,Media,Manufactura,45081.067649260534,2804.7890957392833,1
18.0,10.0,0.0,0.0,0,0,Media,Comercio,17202.767944220865,1065.1716516749693,1
14.0,9.0,0.0,0.0,0,1,Media,Comercio,,1793.4218673398557,0
4.0,7.0,1.0,0.0,1,1,Baja,Manufactura,15414.299915798209,3528.47131788231,1
6.0,16.0,1.0,0.0,0,1,Baja,Servicios,37742.302697147476,5633.869670224417,0
9.0,15.0,0.0,0.0,0,1,Media,Tecnologia,25979.611030546024,2183.599688164979,0
10.0,4.0,0.0,0.0,0,1,Media,Servicios,10218.831074308486,1308.1481413712713,0
14.0,11.0,0.0,0.0,1,0,Alta,Servicios,21637.68143047251,1733.565068335173,1
11.0,3.0,1.0,0.0,0,1,,Manufactura,26980.08245650008,3085.290084699988,1
4.0,1.0,0.0,1.0,0,1,Media,Servicios,13720.195967142901,3173.9456875232586,1
13.0,5.0,1.0,1.0,1,1,Media,Comercio,38365.65850913181,2504.288156689764,1
14.0,14.0,1.0,1.0,1,1,Media,Manufactura,38287.80963221242,2088.603086580593,0
14.0,15.0,0.0,1.0,1,0,Alta,Manufactura,45148.70860383971,3527.656408153145,0
19.0,12.0,0.0,0.0,0,1,Media,Tecnologia,27908.55440877935,1132.6340821114763,1
16.0,13.0,0.0,0.0,0,1,Baja,Servicios,15483.209493565419,1536.2328576975779,1
13.0,12.0,0.0,1.0,0,0,Baja,Comercio,27379.270406956643,1518.8085363804737,0
10.0,5.0,0.0,1.0,0,1,Media,Servicios,36034.957951870776,3858.6580142129046,1
4.0,12.0,1.0,0.0,0,0,Media,Comercio,12280.470871230855,4542.282242048643,1
13.0,14.0,1.0,0.0,0,0,Media,Manufactura,53732.6592902428,4801.095300340236,1
11.0,14.0,0.0,,0,1,Baja,Servicios,32171.538378589827,3055.995246131495,0
12.0,16.0,1.0,0.0,0,0,Media,Comercio,28775.727148024507,1882.3192551679626,0
5.0,13.0,0.0,0.0,0,1,Baja,Comercio,16890.866567098437,2391.43314011395,0
5.0,11.0,0.0,0.0,0,1,Baja,Comercio,16640.046941218847,4034.518126503211,1
19.0,15.0,0.0,1.0,0,1,Media,Tecnologia,44598.45419768901,3420.5352005093823,1
10.0,9.0,1.0,0.0,0,1,Baja,Servicios,26503.924962789526,2374.99478860946,1
15.0,4.0,1.0,0.0,0,0,Media,Comercio,27798.220975816505,1393.9709139757338,0
10.0,8.0,1.0,0.0,0,0,,Manufactura,16569.210610611808,896.2093354315882,1
10.0,5.0,0.0,1.0,0,0,Media,Comercio,14218.220572599657,1112.65380489544,1
18.0,5.0,0.0,0.0,0,0,Media,Servicios,15007.76737013618,810.4074956509841,0
7.0,8.0,0.0,0.0,0,1,Baja,Comercio,38702.98235986044,8246.487249903057,0
11.0,4.0,0.0,0.0,1,1,Baja,Servicios,34693.88317324307,3732.0270991234765,0
8.0,7.0,,0.0,0,1,Alta,Servicios,21612.903252627428,2915.7302955699793,0
8.0,0.0,1.0,1.0,0,1,Media,Manufactura,19117.193319789483,2162.179297182076,0
8.0,10.0,1.0,1.0,1,1,Media,Comercio,45100.261458101246,4872.73349772202,1
11.0,9.0,0.0,0.0,0,0,Baja,Tecnologia,23810.898764552163,3076.092226253948,0
7.0,4.0,0.0,0.0,1,1,Media,Manufactura,23170.8888157821,3480.483373153781,0
21.0,13.0,0.0,1.0,1,1,Media,Comercio,36397.531623885065,1024.6266979258914,0
6.0,15.0,0.0,0.0,0,1,Media,Servicios,19079.02192844721,2687.0529136201676,0
9.0,0.0,0.0,0.0,1,0,Media,Comercio,14589.83106712678,1308.0614061268277,0
8.0,4.0,1.0,0.0,0,0,Baja,Servicios,15717.17924551758,1713.85769153238,0
24.0,4.0,1.0,1.0,0,0,Baja,Manufactura,66790.68616994617,3203.4792249031034,1
11.0,3.0,0.0,0.0,0,1,Alta,Servicios,10122.347925678429,895.824417491783,0
19.0,14.0,0.0,0.0,0,0,Alta,Servicios,29066.001679390924,1500.6732384736447,0
4.0,8.0,0.0,1.0,1,1,Baja,Comercio,30600.174746139062,10623.618138630296,1
12.0,7.0,0.0,0.0,0,0,Media,Servicios,13750.725428795744,962.7800047939081,0
17.0,0.0,1.0,0.0,0,1,Baja,Servicios,24651.413125804804,2310.9778898161003,0
10.0,13.0,0.0,1.0,0,1,Baja,Comercio,30175.43348600285,2551.333444167104,0
19.0,2.0,0.0,0.0,0,1,,Servicios,28067.43886297605,1510.5453055235027,1
7.0,9.0,0.0,0.0,0,0,Baja,Servicios,16353.440801980527,2177.608538355256,0
23.0,11.0,1.0,0.0,0,1,Media,Servicios,46989.359796702935,2107.03502158176,0
40.0,17.0,0.0,0.0,1,0,Media,Comercio,92550.29588965462,2585.7633928541286,1
8.0,1.0,0.0,0.0,0,1,Baja,Comercio,14894.877611045475,2075.1524849235043,0
8.0,0.0,0.0,0.0,1,1,Baja,Comercio,11946.104581672662,1236.9941626865477,0
24.0,10.0,1.0,0.0,0,1,Alta,Comercio,45681.786735435744,1437.5167977986812,0
26.0,20.0,1.0,1.0,0,1,Baja,Servicios,140346.6030219188,10092.691101831959,1
7.0,16.0,0.0,0.0,0,1,Media,Tecnologia,26086.201490648444,3301.907269770935,0
8.0,10.0,1.0,0.0,0,1,Media,Servicios,15799.940942018438,2352.23930496085,1
8.0,6.0,1.0,0.0,0,0,Media,Comercio,16699.11812964762,1396.548788566682,1
4.0,14.0,1.0,1.0,1,1,Media,Manufactura,21713.894460942156,5061.965326246673,1
6.0,3.0,1.0,0.0,0,0,Baja,Manufactura,23843.09662822236,3849.4697466123093,1
5.0,12.0,1.0,0.0,1,0,Baja,Servicios,14742.887869313563,3318.5456947084976,1
6.0,12.0,0.0,0.0,0,0,Baja,Servicios,15232.788269684996,1285.4093438344967,1
10.0,15.0,1.0,0.0,0,1,Media,Comercio,18907.693105288756,1970.9564688940084,0
11.0,26.0,0.0,0.0,0,1,Media,Servicios,30917.79840368318,2108.551843072574,1
25.0,11.0,1.0,1.0,1,1,Baja,Manufactura,77013.3073717666,3340.7282858067947,0
5.0,6.0,0.0,0.0,0,0,Baja,Comercio,14119.8154975064,2179.4203644667086,1
18.0,9.0,1.0,0.0,1,0,Media,Comercio,34865.88534253207,1564.0309359083908,1
9.0,0.0,1.0,0.0,1,1,Media,Servicios,18053.43303359763,1873.3052471988353,1
10.0,5.0,0.0,1.0,0,1,Alta,Comercio,26856.12981186181,2064.3731745449327,1
15.0,7.0,1.0,0.0,0,0,Media,Comercio,23953.166788478873,1417.8855708952099,0
5.0,6.0,0.0,0.0,0,1,Media,Manufactura,10801.9565130668,1603.1098864392563,1
13.0,10.0,1.0,0.0,0,0,Media,Servicios,55039.46905112072,2677.299337602615,0
11.0,4.0,0.0,0.0,0,1,Alta,Servicios,20857.089965565403,2445.5937281855017,1
13.0,16.0,0.0,0.0,0,0,,Servicios,19261.052631032057,1071.5685696406686,1
12.0,9.0,1.0,0.0,0,1,Media,Servicios,45617.364841879134,3635.3724949602606,1
44.0,9.0,0.0,0.0,0,1,Baja,Comercio,94873.51217822169,2602.7737157396014,1
7.0,7.0,1.0,0.0,0,0,Baja,Manufactura,20927.524853091825,2563.6168577754197,1
7.0,10.0,0.0,0.0,0,0,Media,Servicios,17073.485237003817,1984.4167955514329,0
7.0,14.0,0.0,0.0,0,1,Media,Manufactura,14616.288867121142,2209.543550035729,0
7.0,4.0,0.0,0.0,0,1,Media,Servicios,15126.075459856338,2857.6322942041297,1
7.0,5.0,0.0,1.0,0,0,Baja,Servicios,19811.561375096902,2112.826680180289,0
20.0,7.0,0.0,1.0,0,0,Media,Servicios,34378.1615297908,1655.5814757318738,0
,1.0,0.0,1.0,0,0,Alta,Servicios,31020.25862982547,874.6098572912802,1
7.0,4.0,0.0,1.0,0,0,Media,Manufactura,23662.168952018492,3063.8341629675924,0
6.0,6.0,0.0,0.0,0,1,Media,Servicios,16670.992493673544,2802.360042849034,0
13.0,14.0,1.0,1.0,0,1,Media,Comercio,26100.809599514392,1621.5148664998537,1
7.0,11.0,1.0,0.0,0,0,Alta,Comercio,11421.232029838813,1455.4512273283667,1
15.0,10.0,0.0,,1,0,Alta,Tecnologia,30751.1026282051,1441.6942121954737,1
11.0,14.0,1.0,0.0,0,1,Media,,26368.21140631576,2443.7495271920884,0
4.0,,0.0,0.0,0,1,Media,Servicios,19090.800589997405,6214.192417325963,1
25.0,11.0,1.0,1.0,0,0,Alta,Servicios,28083.13368869388,853.8560827374098,0
29.0,8.0,1.0,0.0,0,1,Media,Comercio,36299.646904411675,1071.2693378630677,1
7.0,11.0,1.0,0.0,0,1,Media,Servicios,30799.267071505292,4988.909285817895,0
8.0,6.0,0.0,1.0,0,1,Media,Manufactura,22731.715830046585,3847.187110549313,1
12.0,0.0,1.0,0.0,0,0,Baja,Comercio,26156.882397160593,1500.6648484750895,1
12.0,8.0,0.0,0.0,0,0,Media,Comercio,17255.434763267705,1378.539104427247,0
15.0,18.0,1.0,1.0,0,1,Alta,Comercio,44747.81686151994,3201.9985533896997,0
33.0,15.0,0.0,0.0,0,0,Media,Servicios,33844.53772319798,999.7559898750359,0
9.0,15.0,1.0,0.0,1,0,Media,Comercio,,2045.6525696685944,0
6.0,16.0,1.0,0.0,0,1,Baja,Tecnologia,17456.735459733063,3297.7439841123587,1
4.0,10.0,1.0,0.0,0,0,Media,Manufactura,13602.809739833325,4971.96978487458,0
6.0,10.0,0.0,1.0,0,1,Media,Manufactura,26214.055590619173,4498.309719861207,0
10.0,5.0,1.0,0.0,0,1,Baja,Manufactura,35797.58588879819,2766.3225850242097,0
29.0,7.0,0.0,0.0,0,1,Media,Servicios,58641.15177816885,1778.6578398295746,0
7.0,13.0,1.0,0.0,0,1,Baja,Servicios,23175.11179848365,5153.35033372487,0
11.0,16.0,0.0,0.0,0,1,Media,Servicios,41461.3635607654,4732.044534732906,1
10.0,8.0,,1.0,0,0,Media,Servicios,18254.813190576235,2142.2364283773013,0
20.0,6.0,0.0,0.0,0,0,Alta,Servicios,33776.26395035234,1846.1994564087593,0
45.0,9.0,0.0,0.0,0,0,Media,Comercio,49210.6952710249,926.9684167484007,0
7.0,13.0,0.0,0.0,0,1,Baja,Comercio,15032.688540885507,2042.4991300978418,0
7.0,0.0,0.0,1.0,0,1,Baja,Manufactura,27478.42914041579,3849.7586922778933,1
19.0,0.0,0.0,1.0,0,1,Media,Manufactura,34534.710822227804,2085.314178197977,1
15.0,6.0,1.0,0.0,0,1,Media,Tecnologia,42271.923813077316,4109.505267947148,0
30.0,2.0,,0.0,0,1,Media,Servicios,36554.07340784517,1611.5231377540438,0
14.0,6.0,0.0,0.0,0,0,Media,Servicios,17852.36785987856,894.2523562814006,1
8.0,8.0,0.0,1.0,1,0,Baja,Comercio,45782.47346844533,6052.422124406641,1
14.0,6.0,,0.0,0,1,Media,Servicios,22536.134945758447,1935.282915280185,0
19.0,18.0,0.0,1.0,0,1,Media,Servicios,,3681.872257061512,1
16.0,11.0,1.0,1.0,0,0,Baja,Servicios,40432.70715529273,2159.2088412404,1
